_id,Writer,Box_office,Awards,Director,Poster,Rated,Actors,Language,Type,Runtime,imdbRating,Released,Genre,Title,Metascore,Response,imdbID,imdbVotes,Country
56fbd17971a06517ccaa7aec,Bart Freundlich,"458,815",1 win & 8 nominations.,Bart Freundlich,http://ia.media-imdb.com/images/M/MV5BMjAxNTUxMDcyMl5BMl5BanBnXkFtZTcwNDExNzcxMQ@@._V1_SX300.jpg,R,"Randee Allen, Arija Bareikis, Justin Barreto, Chris Bauer",English,movie,93 min,6.1,17 Sep 1997,"Drama, Comedy",The Myth of Fingerprints,58,True,tt0119746,"2,148",USA
56fbd17971a06517ccaa7aed,"Catharina Stackelberg (screenplay, Astrid Lindgren (novel)",,N/A,"Michael Schaack, Clive A. Smith",http://ia.media-imdb.com/images/M/MV5BMTI0NDk1ODQ5NF5BMl5BanBnXkFtZTcwNjk4ODkyMQ@@._V1_SX300.jpg,G,"Melissa Altro, Catherine O'Hara, Carole Pope, Dave Thomas",English,movie,75 min,5.2,22 Aug 1997,"Animation, Family, Musical",Pippi Longstocking,N/A,True,tt0119899,930,"Sweden, Germany, Canada"
56fbd17971a06517ccaa7aee,"Martin Sherman (screenplay, Martin Sherman (play)","372,341",3 wins & 3 nominations.,Sean Mathias,http://ia.media-imdb.com/images/M/MV5BMTIzMDE0MTI3MV5BMl5BanBnXkFtZTcwNjE5MjgxMQ@@._V1_SX300.jpg,NC-17,"Mick Jagger, Clive Owen, Brian Webber, Nikolaj Coster-Waldau",English,movie,105 min,7.3,26 Nov 1997,"Drama, History, Romance",Bent,N/A,True,tt0118698,"6,047","UK, Japan"
56fbd17971a06517ccaa7aef,N/A,,N/A,Mike Figgis,http://ia.media-imdb.com/images/M/MV5BMjA5ODY4MjY4M15BMl5BanBnXkFtZTcwNzQ2ODYxMQ@@._V1_SX300.jpg,N/A,"Sara Baras, Elena Camunez Andújar, Eva Yerbabuena",English,movie,N/A,7.6,N/A,Documentary,Flamenco Women,N/A,True,tt0200640,21,"USA, Canada"
56fbd17971a06517ccaa7af0,"Elmore Leonard (novel, Paul Schrader (screenplay)","408,097",3 nominations.,Paul Schrader,http://ia.media-imdb.com/images/M/MV5BMTIwMzE0OTU3Nl5BMl5BanBnXkFtZTcwNTI1OTEyMQ@@._V1_SX300.jpg,R,"LL Cool J, Gina Gershon, Tom Arnold, Conchata Ferrell",English,movie,96 min,5.7,14 Feb 1997,"Comedy, Drama, Romance",Touch,N/A,True,tt0120357,"1,952",USA
56fbd17971a06517ccaa7af1,"Nicholas Klein (story, Wim Wenders (story, Nicholas Klein","283,033",1 win & 4 nominations.,Wim Wenders,http://ia.media-imdb.com/images/M/MV5BMTk5MDExMzQyMV5BMl5BanBnXkFtZTYwNjk3NDI5._V1_SX300.jpg,R,"Traci Lind, Rosalind Chao, Bill Pullman, Andie MacDowell","English, Spanish",movie,122 min,5.6,12 Sep 1997,"Drama, Thriller",The End of Violence,N/A,True,tt0119062,"4,131","France, Germany, USA"
56fbd17971a06517ccaa7af2,"Michael Nicholson (book, Frank Cottrell Boyce",,1 win & 2 nominations.,Michael Winterbottom,http://ia.media-imdb.com/images/M/MV5BMjEwNzE5NDgzMF5BMl5BanBnXkFtZTcwNTc4MTUyMQ@@._V1_SX300.jpg,R,"Stephen Dillane, Woody Harrelson, Marisa Tomei, Emira Nusevic","English, Serbian, Bosnian",movie,103 min,6.9,26 Nov 1997,"Drama, War",Welcome to Sarajevo,72,True,tt0120490,"5,768","UK, USA"
56fbd17971a06517ccaa7af3,"Dan Gordon, Sabi H. Shabtai","540,063",N/A,Christian Duguay,http://ia.media-imdb.com/images/M/MV5BMTEwMDA4ODE2MDBeQTJeQWpwZ15BbWU3MDM0Mzc0MzE@._V1_SX300.jpg,R,"Aidan Quinn, Donald Sutherland, Ben Kingsley, Claudia Ferri","English, French, Spanish",movie,115 min,6.9,26 Sep 1997,"Action, Crime, Thriller",The Assignment,N/A,True,tt0118647,"7,353",Canada
56fbd17971a06517ccaa7af4,"Forrest Carter (novel, Earl Hamner Jr. (teleplay, Don Sipes (teleplay, Richard Friedenberg (screenplay)","119,254",4 wins & 2 nominations.,Richard Friedenberg,http://ia.media-imdb.com/images/M/MV5BMTM0MDE3NzcyOF5BMl5BanBnXkFtZTcwNDc5ODUyMQ@@._V1_SX300.jpg,PG,"James Cromwell, Tantoo Cardinal, Joseph Ashton, Mika Boorem",English,movie,112 min,7.3,25 Dec 1997,Drama,The Education of Little Tree,N/A,True,tt0119052,"1,212",Canada
56fbd17971a06517ccaa7af5,Kar-Wai Wong,"187,508",6 wins & 17 nominations.,Kar-Wai Wong,http://ia.media-imdb.com/images/M/MV5BMTc4ODY4MjY2MF5BMl5BanBnXkFtZTcwNTE0MDMzNA@@._V1_SX300.jpg,N/A,"Leslie Cheung, Tony Chiu Wai Leung, Chen Chang, Gregory Dayton","Mandarin, Cantonese, Spanish",movie,96 min,7.7,30 May 1997,"Drama, Romance",Happy Together,69,True,tt0118845,"14,405","Hong Kong, Japan, South Korea"
56fbd17971a06517ccaa7af6,Joe Eszterhas,"252,318",1 win.,Guy Ferland,http://ia.media-imdb.com/images/M/MV5BODQwOTQxMTM4M15BMl5BanBnXkFtZTcwOTIzNzUxMQ@@._V1_SX300.jpg,PG-13,"Kevin Bacon, Brad Renfro, Maximilian Schell, Calista Flockhart",English,movie,101 min,6.3,15 Oct 1997,"Drama, Music",Telling Lies in America,65,True,tt0120303,"1,808",USA
56fbd17971a06517ccaa7af7,Sylvia Sichel,"150,646",2 wins & 5 nominations.,Alex Sichel,http://ia.media-imdb.com/images/M/MV5BMTU4MzY4NzI0M15BMl5BanBnXkFtZTcwMjQ0MDY5Mg@@._V1_SX300.jpg,R,"Alison Folland, Tara Subkoff, Cole Hauser, Wilson Cruz",English,movie,86 min,6.6,16 Jul 1997,"Crime, Drama, Romance",All Over Me,N/A,True,tt0118586,"2,690",USA
56fbd17971a06517ccaa7af8,"Richard Dooling (novel, Steven Schwartz (screenplay)","141,853",1 nomination.,Sidney Lumet,http://ia.media-imdb.com/images/M/MV5BMjA4MjUyMzA5OF5BMl5BanBnXkFtZTcwNTk5OTcxMQ@@._V1_SX300.jpg,R,"James Spader, Kyra Sedgwick, Helen Mirren, Anne Bancroft",English,movie,107 min,6.0,31 Oct 1997,"Comedy, Drama",Critical Care,N/A,True,tt0118901,"1,392","Australia, USA"
56fbd17971a06517ccaa7af9,"Wallace Shawn (play, Wallace Shawn",,N/A,David Hare,http://ia.media-imdb.com/images/M/MV5BMTY2NDE5NjY4MV5BMl5BanBnXkFtZTcwNzkzNDIyMQ@@._V1_SX300.jpg,R,"Mike Nichols, Miranda Richardson, David de Keyser",English,movie,94 min,6.1,23 May 1997,Drama,The Designated Mourner,N/A,True,tt0118964,288,UK
56fbd17971a06517ccaa7afa,"Andre Salas (novel, Andre Salas (screenplay, Alina Troyano (additional dialogue: soap, Ela Troyano (screenplay)","96,765",N/A,Ela Troyano,http://ia.media-imdb.com/images/M/MV5BMTI0MjkwOTc5M15BMl5BanBnXkFtZTcwNTA4MjkxMQ@@._V1_SX300.jpg,UNRATED,"Irwin Ossa, John Bryant, Jenifer Lee Simard, Alexis Artiles","English, Spanish",movie,71 min,5.1,05 Sep 1997,"Comedy, Drama, Crime",Latin Boys Go to Hell,N/A,True,tt0124777,257,"USA, Germany, Spain, Japan"
56fbd17971a06517ccaa7afb,Gregg Araki,"27,354",1 nomination.,Gregg Araki,http://ia.media-imdb.com/images/M/MV5BMTI0MzM1NTk0NV5BMl5BanBnXkFtZTcwMTYwNDEyMQ@@._V1_SX300.jpg,R,"James Duval, Rachel True, Nathan Bexton, Chiara Mastroianni",English,movie,82 min,6.4,09 May 1997,"Comedy, Drama, Sci-Fi",Nowhere,N/A,True,tt0119809,"6,479","USA, France"
56fbd17971a06517ccaa7afc,N/A,,1 win.,"Gino Colbert, John Travis",N/A,N/A,"Jeff Stryker, Brent Winters, Derek Cameron, Paul Carrigan",English,movie,N/A,7.0,N/A,Adult,Underground,N/A,True,tt0159808,35,USA
56fbd17971a06517ccaa7afd,"William Gazecki, Dan Gifford, Michael McNulty",,Nominated for 1 Oscar. Another 4 wins & 3 nominations.,William Gazecki,http://ia.media-imdb.com/images/M/MV5BMTgyODA4MjQ0OF5BMl5BanBnXkFtZTcwOTkxMzQyMQ@@._V1_SX300.jpg,N/A,"Dan Gifford, Clive Doyle, Jack Harwell, Dick J. Reavis",English,movie,165 min,8.1,19 Sep 1997,"Documentary, History",Waco: The Rules of Engagement,N/A,True,tt0120472,"2,556",USA
56fbd17971a06517ccaa7afe,N/A,"130,146",Nominated for 1 Oscar. Another 7 wins & 10 nominations.,Spike Lee,http://ia.media-imdb.com/images/M/MV5BMTk0MjUwNjQyNV5BMl5BanBnXkFtZTcwMjExNzkxMQ@@._V1_SX300.jpg,N/A,"Maxine McNair, Chris McNair, Helen Pegues, Queen Nunn",English,movie,102 min,7.8,09 Jul 1997,"Documentary, History",4 Little Girls,89,True,tt0118540,"2,049",USA
56fbd17971a06517ccaa7aff,"Kevin Allen, Paul Durden","74,188",1 win & 1 nomination.,Kevin Allen,http://ia.media-imdb.com/images/M/MV5BMTgxNTQxNTQwNV5BMl5BanBnXkFtZTcwMTk0NDkyMQ@@._V1_SX300.jpg,UNRATED,"Llyr Ifans, Rhys Ifans, Dorien Thomas, Dougray Scott",English,movie,99 min,6.7,09 May 1997,"Comedy, Drama",Twin Town,N/A,True,tt0120394,"4,604",UK
56fbd17971a06517ccaa7b00,Harmony Korine,"19,820",4 wins & 2 nominations.,Harmony Korine,http://ia.media-imdb.com/images/M/MV5BMTQ1NjE4NTU4N15BMl5BanBnXkFtZTgwODkwMDg3NjE@._V1_SX300.jpg,R,"Jacob Sewell, Nick Sutton, Lara Tosh, Jacob Reynolds",English,movie,89 min,6.6,24 Nov 1997,"Comedy, Drama",Gummo,19,True,tt0119237,"23,520",USA
56fbd17971a06517ccaa7b01,"Dan Wakefield (novel, Dan Wakefield (screenplay)","86,175",1 win & 2 nominations.,Mark Pellington,http://ia.media-imdb.com/images/M/MV5BMTI2MjU0MDExN15BMl5BanBnXkFtZTYwOTc0ODQ5._V1_SX300.jpg,R,"Jeremy Davies, Ben Affleck, Amy Locane, Rose McGowan",English,movie,103 min,5.7,19 Sep 1997,"Comedy, Drama",Going All the Way,N/A,True,tt0119209,"1,588",USA
56fbd17971a06517ccaa7b02,Brad Mirman,"54,154",N/A,Kiefer Sutherland,http://ia.media-imdb.com/images/M/MV5BMTI0OTQxMTM2Ml5BMl5BanBnXkFtZTcwMTMyNDIyMQ@@._V1_SX300.jpg,R,"Vincent Gallo, Mykelti Williamson, Kiefer Sutherland, Kevin Pollak",English,movie,106 min,6.3,02 May 1997,"Action, Crime, Drama","Truth or Consequences, N.M.",N/A,True,tt0120383,"4,051",USA
56fbd17971a06517ccaa7b03,"David Bowen, Michael O. Sajbel","189,635",N/A,Michael O. Sajbel,http://ia.media-imdb.com/images/M/MV5BMTExMjY4ODA1MjNeQTJeQWpwZ15BbWU3MDY0MDY2MDc@._V1_SX300.jpg,PG,"Michael Biehn, Charles Young, Clarence Felder, Brock Pierce",English,movie,101 min,6.9,15 Oct 1997,"Drama, Family, Sport",The Ride,N/A,True,tt0127247,334,USA
56fbd17971a06517ccaa7b04,Trevin Matcek,,N/A,Trevin Matcek,N/A,N/A,N/A,English,movie,16 min,N/A,29 Oct 1997,Short,Ripe,N/A,True,tt3720188,N/A,N/A
56fbd17971a06517ccaa7b05,"Elise MacAdam, Tom Kalin, Todd Haynes (additional dialogue, Cindy Sherman (story, Elise MacAdam (story)","37,446",1 nomination.,Cindy Sherman,http://ia.media-imdb.com/images/M/MV5BNzgzMjgzMTg3M15BMl5BanBnXkFtZTcwNTAwMDEyMQ@@._V1_SX300.jpg,R,"Carol Kane, Molly Ringwald, Jeanne Tripplehorn, Barbara Sukowa",English,movie,82 min,4.9,03 Dec 1997,"Comedy, Horror, Thriller",Office Killer,N/A,True,tt0119819,"1,521",USA
56fbd17971a06517ccaa7b06,Mark Jonathan Harris,,Won 1 Oscar. Another 2 wins & 3 nominations.,Mark Jonathan Harris,http://ia.media-imdb.com/images/M/MV5BMTYzODIyNjQxM15BMl5BanBnXkFtZTcwMzI4ODM4Mg@@._V1_SX300.jpg,N/A,"Morgan Freeman, Edward Asner, Sean Astin, Martin Landau",English,movie,120 min,7.6,19 Sep 1997,"Documentary, History, War",The Long Way Home,N/A,True,tt0119561,535,USA
56fbd17971a06517ccaa7b07,"Brian Fair Berkey (novel, Harley Peyton (screenplay)",,N/A,Leslie Greif,http://ia.media-imdb.com/images/M/MV5BMTkzMDQ5ODQ3Ml5BMl5BanBnXkFtZTcwMDUwMTMyMQ@@._V1_SX300.jpg,R,"Eric Stoltz, James Spader, Deborah Kara Unger, Joanna Going",English,movie,113 min,5.2,11 Apr 1997,"Crime, Drama, Thriller",Keys to Tulsa,N/A,True,tt0116762,"1,332","USA, UK"
56fbd17971a06517ccaa7b08,"Seth Zvi Rosenfeld (play, Seth Zvi Rosenfeld (screenplay)",,N/A,Seth Zvi Rosenfeld,http://ia.media-imdb.com/images/M/MV5BMjEwOTMwNTU2MV5BMl5BanBnXkFtZTYwMzI3NDQ5._V1_SX300.jpg,R,"Nick Chinlund, Michael Raynor, Justin Pierce, Joshua Danowsky",English,movie,92 min,6.4,25 Apr 1997,Drama,A Brother's Kiss,N/A,True,tt0118783,280,USA
56fbd17971a06517ccaa7b09,"Branimir Scepanovic (book, Alan Wade","33,148",1 nomination.,Alan Wade,http://ia.media-imdb.com/images/M/MV5BMTk4NjIyMDg4Ml5BMl5BanBnXkFtZTcwMjg5ODgyMQ@@._V1_SX300.jpg,PG-13,"Christian Slater, Robin Tunney, Michael Parks, Cherry Jones",English,movie,84 min,6.1,05 Sep 1997,"Comedy, Drama",Julian Po,N/A,True,tt0120301,"1,319",USA
56fbd17971a06517ccaa7b0a,"Jim Thompson (story, Larry Gross (screenplay)","19,906",1 nomination.,Michael Oblowitz,http://ia.media-imdb.com/images/M/MV5BMTQ3NTU0MDQ0Nl5BMl5BanBnXkFtZTcwNDAxODM5NA@@._V1_SX300.jpg,R,"Philip Loch, Elis Imboden, Christian Durango, Sloan Cobb",English,movie,100 min,5.1,11 Jul 1997,"Crime, Drama, Thriller","This World, Then the Fireworks",N/A,True,tt0117898,924,USA
56fbd17971a06517ccaa7b0b,Eric Schaeffer,,N/A,Eric Schaeffer,http://ia.media-imdb.com/images/M/MV5BMzUwMjg1MjcyM15BMl5BanBnXkFtZTcwMTg5NjcyMQ@@._V1_SX300.jpg,N/A,"Eric Schaeffer, Amanda De Cadenet, Rudolf Martin, Francie Swift",English,movie,93 min,6.1,20 Jun 1997,"Drama, Romance",Fall,N/A,True,tt0119098,"1,502",USA
56fbd17971a06517ccaa7b0c,Paul Brown,,N/A,Joyce Chopra,N/A,UNRATED,"Thomas Calabro, Brittney Powell, John Terry, Curtis Armstrong",English,movie,96 min,5.2,10 Jun 1997,Drama,L.A. Johns,N/A,True,tt0119489,159,USA
56fbd17971a06517ccaa7b0d,"Neal Cassady (letter, Stephen Kay","12,836",N/A,Stephen Kay,http://ia.media-imdb.com/images/M/MV5BMTY1MzAyNjMyMl5BMl5BanBnXkFtZTcwOTczOTkyMQ@@._V1_SX300.jpg,R,"Thomas Jane, Keanu Reeves, Adrien Brody, John Doe",English,movie,92 min,5.9,20 Jun 1997,"Biography, Drama",The Last Time I Committed Suicide,N/A,True,tt0119502,"1,661",USA
56fbd17971a06517ccaa7b0e,Richard Wesley,,Nominated for 1 Golden Globe. Another 10 nominations.,Joseph Sargent,http://ia.media-imdb.com/images/M/MV5BMTQ5MTc5MDgxOF5BMl5BanBnXkFtZTcwNDQxMzgzMQ@@._V1_SX300.jpg,PG-13,"Sidney Poitier, Michael Caine, Tina Lifford, Gerry Maritz","English, Afrikaans",movie,114 min,7.2,16 Feb 1997,Drama,Mandela and de Klerk,N/A,True,tt0119607,461,USA
56fbd17971a06517ccaa7b0f,John Patrick Kelley,"10,082",1 win & 2 nominations.,John Patrick Kelley,http://ia.media-imdb.com/images/M/MV5BNjA4NjUyNzU4MV5BMl5BanBnXkFtZTcwNTUzNzA2NA@@._V1_SX300.jpg,R,"Kate Capshaw, Jeremy Davies, Vince Vaughn, Ashley Judd",English,movie,124 min,6.2,03 Oct 1997,Drama,The Locusts,N/A,True,tt0119557,"1,430",USA
56fbd17971a06517ccaa7b10,"Sachin Bhowmick (screenplay, Ravi Kapoor (screenplay, Anwar Khan (dialogue, Rakesh Roshan (story)",,1 nomination.,Rakesh Roshan,http://ia.media-imdb.com/images/M/MV5BMjAwODA5OTg5Nl5BMl5BanBnXkFtZTYwMDE5Mjg5._V1_SX300.jpg,N/A,"Shah Rukh Khan, Madhuri Dixit, Amrish Puri, Ranjeet",Hindi,movie,166 min,6.2,07 Apr 1997,"Action, Drama, Musical",Koyla,N/A,True,tt0136352,"5,706",India
56fbd17971a06517ccaa7b11,N/A,"10,758",1 win & 1 nomination.,Danielle Gardner,http://ia.media-imdb.com/images/M/MV5BMTA2OTY2OTc5ODVeQTJeQWpwZ15BbWU3MDM3NzA1MjE@._V1_SX300.jpg,N/A,"Kenny Jones, Ronnet Jones, Ed Smith",English,movie,98 min,7.0,08 Aug 1997,"Documentary, Sport",Soul in the Hole,N/A,True,tt0122728,196,USA
56fbd17971a06517ccaa7b12,"Robert Downey Sr., Laura Ernst","3,620",N/A,Robert Downey Sr.,http://ia.media-imdb.com/images/M/MV5BMTY4ODk5NDkyOF5BMl5BanBnXkFtZTcwNzI3OTY0MQ@@._V1_SX300.jpg,R,"Alyssa Milano, Mark Boone Junior, Malcolm McDowell, Brendan Dawson",English,movie,92 min,5.2,12 Dec 1997,"Comedy, Romance",Hugo Pool,N/A,True,tt0119327,"1,637",USA
56fbd17971a06517ccaa7b13,"Michael Cristofer (play, Michael Cristofer (screenplay)",,N/A,Robert Greenwald,http://ia.media-imdb.com/images/M/MV5BMzY5NzMxOTY1MF5BMl5BanBnXkFtZTcwMjY5MzgxMQ@@._V1_SX300.jpg,R,"Russell Crowe, Salma Hayek, Abraham Alvarez",English,movie,90 min,4.9,17 Oct 1997,"Comedy, Drama, Romance",Breaking Up,N/A,True,tt0118772,"2,230",USA
56fbd17971a06517ccaa7b14,John Ridley,,1 win.,John Ridley,http://ia.media-imdb.com/images/M/MV5BMTU2NjI0MTc5MF5BMl5BanBnXkFtZTcwNDk4OTcyMQ@@._V1_SX300.jpg,R,"David Caruso, Kelly Lynch, Stacey Dash, Chris Noth",English,movie,96 min,4.5,07 Nov 1997,"Crime, Thriller, Drama",Cold Around the Heart,N/A,True,tt0118870,830,USA
56fbd17971a06517ccaa7b15,"Fibe Ma (screenplay, Edward Tang (screenplay)","12,674,183",1 win & 2 nominations.,Sammo Kam-Bo Hung,http://ia.media-imdb.com/images/M/MV5BMTM1MzMwNjk4OV5BMl5BanBnXkFtZTcwNTI3MTMyMQ@@._V1_SX300.jpg,PG-13,"Jackie Chan, Richard Norton, Miki Lee, Karen McLymont","English, Cantonese, Mandarin",movie,88 min,6.2,20 Mar 1998,"Action, Comedy, Crime",Mr. Nice Guy,N/A,True,tt0117786,"19,220",Hong Kong
56fbd17971a06517ccaa7b16,Steve Rosen,,1 win & 1 nomination.,Steve Rosen,http://ia.media-imdb.com/images/M/MV5BMTk3MTU3MjIwMF5BMl5BanBnXkFtZTcwOTEzOTkyMQ@@._V1_SX300.jpg,N/A,Pat Morita,English,movie,88 min,8.2,N/A,"Documentary, History, War",Beyond Barbed Wire,N/A,True,tt0118709,29,USA
56fbd17971a06517ccaa7b17,"Andy Burg, Scott Myers",,N/A,George Huang,http://ia.media-imdb.com/images/M/MV5BMTIwMTYzODgxM15BMl5BanBnXkFtZTcwNDM1MTkyMQ@@._V1_SX300.jpg,PG-13,"Will Friedle, Jennifer Love Hewitt, Marley Shelton, Danny Masterson","English, Spanish",movie,85 min,5.6,26 Sep 1997,Comedy,Trojan War,N/A,True,tt0120376,"4,777",USA
