_id,Genre,Runtime,Awards,Director,Language,Actors,imdbRating,Country,Response,Metascore,Writer,Poster,imdbID,Box_office,Rated,Title,Type,Released,imdbVotes
57076f1171a065033c87ac23,"Drama, Thriller",99 min,4 wins & 34 nominations.,Chan-wook Park,English,"Mia Wasikowska, Nicole Kidman, David Alford, Matthew Goode",6.8,"UK, USA",True,58,Wentworth Miller,http://ia.media-imdb.com/images/M/MV5BMjI3MTM5ODI5MV5BMl5BanBnXkFtZTcwMjE1Mzc4OA@@._V1_SX300.jpg,tt1682180,"1,702,277",R,Stoker,movie,01 Mar 2013,"82,264"
57076f1171a065033c87ac24,"Action, Biography, Drama",186 min,50 wins & 36 nominations.,Rakeysh Omprakash Mehra,Hindi,"Farhan Akhtar, Sonam Kapoor, Pavan Malhotra, Art Malik",8.3,India,True,N/A,Prasoon Joshi,http://ia.media-imdb.com/images/M/MV5BMTY1Nzg4MjcwN15BMl5BanBnXkFtZTcwOTc1NTk1OQ@@._V1_SX300.jpg,tt2356180,"1,626,289",N/A,Bhaag Milkha Bhaag,movie,12 Jul 2013,"38,804"
57076f1171a065033c87ac25,"Action, Crime, Thriller",150 min,3 wins & 14 nominations.,"Abbas Alibhai Burmawalla, Mastan Alibhai Burmawalla",Hindi,"Anil Kapoor, Saif Ali Khan, John Abraham, Deepika Padukone",5.3,India,True,N/A,"Shiraz Ahmed (screenplay, Kiran Kotrial (dialogue)",http://ia.media-imdb.com/images/M/MV5BMjA4NzEzODQ3NV5BMl5BanBnXkFtZTcwMDMzMjg3OA@@._V1_SX300.jpg,tt1375789,"1,578,996",NOT RATED,Race 2,movie,25 Jan 2013,"9,572"
57076f1171a065033c87ac26,"Drama, War",106 min,3 wins.,Carl Franklin,"English, Spanish","Luke Ganalon, Miriam Colon, Benito Martinez, Dolores Heredia",6.5,USA,True,65,"Rudolfo Anaya (based on the novel by, Carl Franklin (written for the screen by)",http://ia.media-imdb.com/images/M/MV5BMTc4MzM0NDkxNl5BMl5BanBnXkFtZTcwNDUwMzk0OA@@._V1_SX300.jpg,tt1390398,,PG-13,"Bless Me, Ultima",movie,22 Feb 2013,"1,002"
57076f1171a065033c87ac27,Comedy,91 min,N/A,David Matthew Weese,English,"Conner Bland, Matthew Forish, Tony Lemmon, Scott Nedbeg",4.5,USA,True,N/A,David Matthew Weese,http://ia.media-imdb.com/images/M/MV5BMjA0MDMxOTY3N15BMl5BanBnXkFtZTgwODAzMjU5MDE@._V1_SX300.jpg,tt3294904,,N/A,Disconnect. Reconnect.,movie,05 Mar 2013,6
57076f1171a065033c87ac28,Comedy,90 min,2 wins & 9 nominations.,Pedro Almodóvar,Spanish,"Antonio Banderas, Penélope Cruz, Coté Soler, Antonio de la Torre",5.6,Spain,True,55,Pedro Almodóvar,http://ia.media-imdb.com/images/M/MV5BMjM0MDY2OTEzNl5BMl5BanBnXkFtZTcwMjI5ODU0OQ@@._V1_SX300.jpg,tt2243389,"1,367,846",R,I'm So Excited!,movie,08 Mar 2013,"16,084"
57076f1171a065033c87ac29,"Drama, Mystery",130 min,Nominated for 1 Golden Globe. Another 12 wins & 33 nominations.,Asghar Farhadi,"French, Persian","Bérénice Bejo, Ali Mosaffa, Tahar Rahim, Pauline Burlet",7.9,"France, Italy, Iran",True,85,Asghar Farhadi,http://ia.media-imdb.com/images/M/MV5BMTcxNTgzNDg1N15BMl5BanBnXkFtZTgwNjg4MzI1MDE@._V1_SX300.jpg,tt2404461,"1,330,596",PG-13,The Past,movie,17 May 2013,"32,020"
57076f1171a065033c87ac2a,"Drama, Romance",105 min,N/A,Michael Landon Jr.,English,"Logan Bartholomew, Ali Hillis, Lee Meriwether, Bill Cobbs",6.0,USA,True,19,"Brian Bird (screenplay, Cheryl McKay (screen story by, Lisa G. Shillingburg (screenplay, Jim Stovall (novel)",http://ia.media-imdb.com/images/M/MV5BMjI5ODU3NjQyNl5BMl5BanBnXkFtZTcwNDA2NTU3OQ@@._V1_SX300.jpg,tt1778924,"1,326,059",PG,The Ultimate Life,movie,06 Sep 2013,756
57076f1171a065033c87ac2b,"Adventure, Comedy, Drama",95 min,3 wins & 6 nominations.,Jordan Vogt-Roberts,English,"Nick Robinson, Gabriel Basso, Moises Arias, Nick Offerman",7.2,USA,True,61,Chris Galletta,http://ia.media-imdb.com/images/M/MV5BMTc3ODA1NTI0MV5BMl5BanBnXkFtZTcwOTE4OTUzOQ@@._V1_SX300.jpg,tt2179116,"1,290,312",R,The Kings of Summer,movie,23 Aug 2013,"57,473"
57076f1171a065033c87ac2c,"Biography, Drama, History",111 min,Nominated for 1 Oscar. Another 1 win & 7 nominations.,Ralph Fiennes,"English, French","Felicity Jones, John Kavanagh, Tom Attwood, Susanna Hislop",6.1,UK,True,75,"Abi Morgan, Claire Tomalin (book)",http://ia.media-imdb.com/images/M/MV5BMzQxMTI3MDUzOF5BMl5BanBnXkFtZTgwNzc4MzI1MDE@._V1_SX300.jpg,tt1700845,"1,233,347",R,The Invisible Woman,movie,21 Feb 2014,"6,552"
57076f1171a065033c87ac2d,Documentary,89 min,2 wins & 5 nominations.,Jacob Kornbluth,English,"Lily Tomlin, Candice Bergen, Mary Tyler Moore, Dolly Parton",8.1,USA,True,68,N/A,http://ia.media-imdb.com/images/M/MV5BMTY5NjUwNjU1OF5BMl5BanBnXkFtZTgwOTI2NjEwMDE@._V1_SX300.jpg,tt2215151,"1,205,079",PG,Inequality for All,movie,24 Apr 2015,"4,782"
57076f1171a065033c87ac2e,"Drama, Sport",120 min,11 wins & 34 nominations.,Abhishek Kapoor,Hindi,"Rajkummar Rao, Sushant Singh Rajput, Amit Sadh, Asif Basra",7.7,India,True,40,"Chetan Bhagat (novel, Abhishek Kapoor (adaptation, Supratik Sen (adaptation, Chetan Bhagat (adaptation, Pubali Chaudhuri (adaptation)","http://ia.media-imdb.com/images/M/MV5BMTgwNTAwMjEzMF5BMl5BanBnXkFtZTcwNzMzODY4OA@@._V1._CR10,12.166671752929688,793,1053.000015258789_SY132_CR5,0,89,132_AL_.jpg_V1_SX300.jpg",tt2213054,"1,122,527",NOT RATED,Kai po che!,movie,22 Feb 2013,"18,236"
57076f1171a065033c87ac2f,"Biography, Drama, Romance",104 min,5 wins & 12 nominations.,John Krokidas,English,"Daniel Radcliffe, Dane DeHaan, Michael C. Hall, Jack Huston",6.5,USA,True,65,"Austin Bunn (screenplay, Austin Bunn (story, John Krokidas (screenplay)",http://ia.media-imdb.com/images/M/MV5BMjA4MzAxMTE1N15BMl5BanBnXkFtZTgwMDY2OTIxMDE@._V1_SX300.jpg,tt1311071,"1,029,949",R,Kill Your Darlings,movie,19 Sep 2013,"24,445"
57076f1171a065033c87ac30,Drama,96 min,35 wins & 65 nominations.,Destin Daniel Cretton,English,"Brie Larson, John Gallagher Jr., Stephanie Beatriz, Rami Malek",8.0,USA,True,82,Destin Daniel Cretton,http://ia.media-imdb.com/images/M/MV5BMTEwNjE2OTM4NDZeQTJeQWpwZ15BbWU3MDE2MTE4OTk@._V1_SX300.jpg,tt2370248,"1,010,414",R,Short Term 12,movie,23 Aug 2013,"50,197"
57076f1171a065033c87ac31,Comedy,N/A,N/A,Shaji Kailas,Malayalam,"Jayaram, Muktha George, Sudheesh, Mallika",3.8,India,True,N/A,Rajesh Jayaraman,http://ia.media-imdb.com/images/M/MV5BMGQwMDM1NWYtZWRkYi00ODhjLTkxMWQtY2YwYjc1OTM0ODg5XkEyXkFqcGdeQXVyMzQ5Njc3NzU@._V1_SX300.jpg,tt3463312,,N/A,Ginger,movie,08 Nov 2013,19
57076f1171a065033c87ac32,History,103 min,N/A,"Ray Bengston, George D. Escobar",English,"Kelly Greyson, Natalie Racoosin, Jenn Gotzon, Clay Walker",4.2,USA,True,N/A,"Tracy Leininger Craven (book, George D. Escobar, James Richards",http://ia.media-imdb.com/images/M/MV5BMjMyNDk5NDk5MF5BMl5BanBnXkFtZTgwMjA2MDg1MzE@._V1_SX300.jpg,tt1986769,"668,172",PG-13,Alone Yet Not Alone,movie,27 Sep 2013,418
57076f1171a065033c87ac33,"Documentary, Drama, Sport",106 min,6 wins & 1 nomination.,Vlad Yudin,English,"Arnold Schwarzenegger, Mickey Rourke, Lou Ferrigno, Michael Jai White",7.2,USA,True,61,Vlad Yudin,http://ia.media-imdb.com/images/M/MV5BMTY3NDcxNjIzMF5BMl5BanBnXkFtZTgwMzM1NDAxMDE@._V1_SX300.jpg,tt2205904,"849,521",PG-13,Generation Iron,movie,20 Sep 2013,"5,319"
57076f1171a065033c87ac34,"Crime, Drama",90 min,10 wins & 20 nominations.,Nicolas Winding Refn,"English, Thai","Ryan Gosling, Kristin Scott Thomas, Vithaya Pansringarm, Gordon Brown",5.7,"Denmark, Sweden, Thailand, USA, France",True,37,Nicolas Winding Refn,http://ia.media-imdb.com/images/M/MV5BMzE5NzcxMTk5NF5BMl5BanBnXkFtZTcwNjE2MDg2OQ@@._V1_SX300.jpg,tt1602613,"778,565",R,Only God Forgives,movie,22 May 2013,"79,637"
57076f1171a065033c87ac35,Drama,152 min,1 nomination.,Prakash Jha,Hindi,"Amitabh Bachchan, Kareena Kapoor, Ajay Devgn, Manoj Bajpayee",6.0,India,True,N/A,"Ram Goutam (script supervisor, Prakash Jha, Anjum Rajabali",http://ia.media-imdb.com/images/M/MV5BMjA0NjA4OTExMF5BMl5BanBnXkFtZTgwMDQ2MTQwMDE@._V1_SX300.jpg,tt2275802,"738,525",N/A,Satyagraha,movie,30 Aug 2013,"3,803"
57076f1171a065033c87ac36,"Documentary, Biography, History",111 min,2 wins & 11 nominations.,Greg 'Freddy' Camalier,English,"Stephen Badger, Rick Hall, Aretha Franklin, Jerry Carrigan",7.7,USA,True,75,N/A,http://ia.media-imdb.com/images/M/MV5BMTUzMzU1MTA0N15BMl5BanBnXkFtZTgwMjY3MDgwMDE@._V1_SX300.jpg,tt2492916,"695,625",PG,Muscle Shoals,movie,25 Oct 2013,"2,445"
57076f1171a065033c87ac37,"Comedy, Romance",143 min,4 nominations.,Abhinav Kashyap,Hindi,"Ranbir Kapoor, Pallavi Sharda, Rishi Kapoor, Neetu Singh",3.7,India,True,N/A,"Rajeev Barnwal, Abhinav Kashyap",http://ia.media-imdb.com/images/M/MV5BMjI1NTk0NzgyOV5BMl5BanBnXkFtZTgwODQ3NjgyMDE@._V1_SX300.jpg,tt2576450,"504,000",NOT RATED,Besharam,movie,02 Oct 2013,"4,065"
57076f1171a065033c87ac38,"Action, Drama, Thriller",120 min,2 wins & 5 nominations.,Seung-wan Ryoo,"Korean, English, German","Jung-woo Ha, Suk-kyu Han, Seung-beom Ryu, Ji-hyun Jun",6.7,South Korea,True,54,"Ted Geoghegan (english dialogue, Stefanie Y. Hong (translation, Seung-wan Ryoo",http://ia.media-imdb.com/images/M/MV5BMjg0OTY4MDE2NV5BMl5BanBnXkFtZTgwOTQyMjEyMjE@._V1_SX300.jpg,tt2357377,,NOT RATED,The Berlin File,movie,15 Feb 2013,"4,454"
57076f1171a065033c87ac39,"Drama, History, Mystery",93 min,3 nominations.,Peter Landesman,English,"Marcia Gay Harden, Matt Barr, Zac Efron, Mallory Moye",6.3,USA,True,51,"Peter Landesman, Vincent Bugliosi (book)",http://ia.media-imdb.com/images/M/MV5BMjE2NjkwNDE2MF5BMl5BanBnXkFtZTgwNDY5ODIxMDE@._V1_SX300.jpg,tt2345112,"652,355",PG-13,Parkland,movie,02 Oct 2013,"11,253"
57076f1171a065033c87ac3a,"Short, Action, Horror",8 min,N/A,Spencer Estabrooks,English,"Chris Potter, Rohan Campbell, Jamie Tognazzini, Greg Auch",6.5,Canada,True,N/A,"Colette Jeffs (based in part on a story by, Colette Jeffs (story, Greg Jeffs",http://ia.media-imdb.com/images/M/MV5BNzk0MDM0ODIwNl5BMl5BanBnXkFtZTcwMTMwMDgwOQ@@._V1_SX300.jpg,tt2590506,,N/A,The Hunt,movie,01 Feb 2013,27
57076f1171a065033c87ac3b,"Documentary, Adventure",84 min,1 win.,Lydia Smith,"English, Spanish",N/A,7.3,USA,True,55,N/A,http://ia.media-imdb.com/images/M/MV5BMTU4ODIyNTc4Ml5BMl5BanBnXkFtZTgwMTg0ODM3MDE@._V1_SX300.jpg,tt2406422,,N/A,Walking the Camino: Six Ways to Santiago,movie,27 Feb 2013,189
57076f1171a065033c87ac3c,Documentary,120 min,1 nomination.,Shane Salerno,English,"Philip Seymour Hoffman, Edward Norton, John Cusack, Martin Sheen",6.7,USA,True,40,N/A,http://ia.media-imdb.com/images/M/MV5BMTQ1MjM4NTMyMl5BMl5BanBnXkFtZTcwNzE3MDkzOQ@@._V1_SX300.jpg,tt1596753,"575,775",PG-13,Salinger,movie,05 Sep 2013,"1,884"
57076f1171a065033c87ac3d,"Drama, Romance",136 min,4 wins & 21 nominations.,Vikramaditya Motwane,Hindi,"Ranveer Singh, Sonakshi Sinha, Barun Chanda, Adil Hussain",7.4,India,True,N/A,O. Henry (short story \,http://ia.media-imdb.com/images/M/MV5BOTUwNTYyMzk4Ml5BMl5BanBnXkFtZTcwMTY2Mzc4OQ@@._V1_SX300.jpg,tt2224317,"375,442",NOT RATED,Lootera,movie,05 Jul 2013,"9,484"
57076f1171a065033c87ac3e,"Adventure, Family, Fantasy",97 min,N/A,Bill Muir,English,"William Brent, Sammi Hanratty, James Hong, Jansen Panettiere",4.8,Thailand,True,N/A,"Bill Muir, Bill Muir (story)",http://ia.media-imdb.com/images/M/MV5BNzgyNjQzMjQ5Ml5BMl5BanBnXkFtZTcwODQzNTU3OA@@._V1_SX300.jpg,tt1390539,"549,632",PG,The Lost Medallion: The Adventures of Billy Stone,movie,03 Oct 2013,"1,235"
57076f1171a065033c87ac3f,Documentary,93 min,N/A,Matthew Miele,English,"Mary-Kate Olsen, Ashley Olsen, William Fichtner, Candice Bergen",6.1,USA,True,55,Matthew Miele,http://ia.media-imdb.com/images/M/MV5BMjI3MjQwNTU4Ml5BMl5BanBnXkFtZTcwNjcyODUzOQ@@._V1_SX300.jpg,tt1893326,"496,868",PG-13,Scatter My Ashes at Bergdorf's,movie,03 May 2013,580
57076f1171a065033c87ac40,"Drama, History",142 min,5 wins & 10 nominations.,Jae-rim Han,Korean,"Kang-ho Song, Jung-jae Lee, Yun-shik Baek, Jung-suk Jo",6.8,South Korea,True,N/A,"Dong-Hyuk Kim (screenplay, Jae-rim Han (screenplay)",http://ia.media-imdb.com/images/M/MV5BMjMyNzI3MTQ5MV5BMl5BanBnXkFtZTgwODE1Mzg0MDE@._V1_SX300.jpg,tt3008014,"484,112",N/A,The Face Reader,movie,04 Oct 2013,"1,100"
57076f1171a065033c87ac41,"Drama, Sci-Fi",96 min,3 wins & 30 nominations.,Shane Carruth,English,"Amy Seimetz, Shane Carruth, Andrew Sensenig, Thiago Martins",6.8,USA,True,81,Shane Carruth,http://ia.media-imdb.com/images/M/MV5BMTQzMzQ4MDAyNF5BMl5BanBnXkFtZTcwNzE0MDk3OA@@._V1_SX300.jpg,tt2084989,"415,067",NOT RATED,Upstream Color,movie,30 Aug 2013,"20,757"
57076f1171a065033c87ac42,"Documentary, Music",107 min,2 wins & 3 nominations.,Dave Grohl,English,"Vinny Appice, Joe Barresi, Brian Bell, Frank Black",7.8,USA,True,76,Mark Monroe,http://ia.media-imdb.com/images/M/MV5BMTc4MjkyODg4MF5BMl5BanBnXkFtZTcwNTk1NjM4OA@@._V1_SX300.jpg,tt2306745,"422,417",NOT RATED,Sound City,movie,18 Jan 2013,"9,745"
57076f1171a065033c87ac43,"Comedy, Drama, Romance",137 min,3 wins & 3 nominations.,Indra Kumar,Hindi,"Riteish Deshmukh, Vivek Oberoi, Aftab Shivdasani, Suresh Menon",4.3,India,True,N/A,"Tushar Hiranandani (story, Milap Zaveri (dialogue, Milap Zaveri (story)",http://ia.media-imdb.com/images/M/MV5BMTQwOTc3MjM5N15BMl5BanBnXkFtZTgwMjcxODEyMDE@._V1_SX300.jpg,tt2476154,"362,560",N/A,Grand Masti,movie,13 Sep 2013,"4,254"
57076f1171a065033c87ac44,"Crime, Drama, Romance",96 min,4 wins & 11 nominations.,David Lowery,English,"Rooney Mara, Casey Affleck, Ben Foster, Keith Carradine",6.4,USA,True,74,David Lowery,http://ia.media-imdb.com/images/M/MV5BMjg2MjI1OTU2M15BMl5BanBnXkFtZTcwODc3MzM5OQ@@._V1_SX300.jpg,tt2388637,"387,606",R,Ain't Them Bodies Saints,movie,16 Aug 2013,"15,347"
57076f1171a065033c87ac45,Comedy,N/A,N/A,Peter DeLuise,English,"Jeremy Shada, Charlie DePew, Emilija Baranac, Ashley Boettcher",8.3,USA,True,N/A,Danny Kallis,N/A,tt2141593,,N/A,Aliens in the House,movie,N/A,12
57076f1171a065033c87ac46,"Documentary, Crime, Drama",87 min,Nominated for 1 Oscar. Another 10 wins & 5 nominations.,Rick Rowley,"English, Pushto, Somali, Dari, Arabic","Nasser Al Aulaqi, Saleha Al Aulaqi, Muqbal Al Kazemi, Abdul Rahman Barman",7.5,USA,True,76,"David Riker, Jeremy Scahill",http://ia.media-imdb.com/images/M/MV5BMTUyOTYwNDUyMV5BMl5BanBnXkFtZTcwNzQwOTU1OQ@@._V1_SX300.jpg,tt2532528,"365,604",NOT RATED,Dirty Wars,movie,18 Oct 2013,"7,399"
57076f1171a065033c87ac47,Documentary,124 min,Nominated for 1 BAFTA Film Award. Another 1 win & 6 nominations.,Alex Gibney,English,"Reed Albergotti, Betsy Andreu, Frankie Andreu, Lance Armstrong",7.2,USA,True,67,Alex Gibney,http://ia.media-imdb.com/images/M/MV5BMjA5NDMzNjg2M15BMl5BanBnXkFtZTgwNjQ4MzI1MDE@._V1_SX300.jpg,tt1638364,"381,703",R,The Armstrong Lie,movie,14 Nov 2013,"5,466"
57076f1171a065033c87ac48,"Comedy, Drama",118 min,N/A,Xiaogang Feng,Mandarin,"Baihe Bai, Bingkun Cao, Jackie Chan, Wei Fan",5.2,China,True,N/A,Shuo Wang,http://ia.media-imdb.com/images/M/MV5BMTQ0MjQ0NjAzMF5BMl5BanBnXkFtZTgwOTI2ODM4MDE@._V1_SX300.jpg,tt2992152,"375,786",N/A,Personal Tailor,movie,20 Dec 2013,741
57076f1171a065033c87ac49,"Action, Crime, Horror",155 min,4 nominations.,Sanjay Gupta,Hindi,"John Abraham, Kangana Ranaut, Anil Kapoor, Vineet Sharma",5.8,India,True,N/A,"Sanjay Bhatia (screenplay, Abhijeet Deshpande (screenplay, Sanjay Gupta (screenplay, Sanjay Gupta (story, Hussain Zaidi (story, Milap Zaveri (dialogue)",http://ia.media-imdb.com/images/M/MV5BODAwMjA2NDM3Nl5BMl5BanBnXkFtZTcwNjIwNDU0OQ@@._V1_SX300.jpg,tt2301155,"369,310",N/A,Shootout at Wadala,movie,03 May 2013,"4,401"
57076f1171a065033c87ac4a,"Documentary, Comedy",83 min,N/A,"Mevlut Akkaya, Ron Frank",English,"Robert Klein, Jerry Lewis, Sid Caesar, Jackie Mason",6.1,USA,True,49,"Lawrence Richards (conceived by, Lawrence Richards",http://ia.media-imdb.com/images/M/MV5BMjIyNDYwNDE5N15BMl5BanBnXkFtZTcwODQ2MDc4OQ@@._V1_SX300.jpg,tt2167056,"367,913",N/A,When Comedy Went to School,movie,06 Jun 2013,68
57076f1171a065033c87ac4b,"Biography, Drama",93 min,1 win & 3 nominations.,"Rob Epstein, Jeffrey Friedman",English,"Amanda Seyfried, Peter Sarsgaard, Sharon Stone, Robert Patrick",6.2,USA,True,51,Andy Bellin,http://ia.media-imdb.com/images/M/MV5BOTM0Mzc2MjgyN15BMl5BanBnXkFtZTcwOTIzNDQ4OQ@@._V1_SX300.jpg,tt1426329,"354,784",R,Lovelace,movie,08 Aug 2013,"29,740"
57076f1171a065033c87ac4c,"Comedy, Drama, Romance",90 min,1 win & 3 nominations.,Joe Swanberg,English,"Olivia Wilde, Jake Johnson, Anna Kendrick, Ron Livingston",6.1,USA,True,71,Joe Swanberg,http://ia.media-imdb.com/images/M/MV5BMjMwNDU1NzMzM15BMl5BanBnXkFtZTcwNTY3ODk1OQ@@._V1_SX300.jpg,tt2265398,"342,936",R,Drinking Buddies,movie,25 Jul 2013,"44,327"
57076f1171a065033c87ac4d,"Documentary, Drama",90 min,1 win & 2 nominations.,"Carl Deal, Tia Lessin",English,"David H. Koch, Charles G. Koch, Scott Walker, Floyd Abrams",6.5,USA,True,52,"Carl Deal, Tia Lessin",http://ia.media-imdb.com/images/M/MV5BMTEzNzM4NTUwOTZeQTJeQWpwZ15BbWU4MDkxNjIzODEx._V1_SX300.jpg,tt2545338,"153,908",N/A,Citizen Koch,movie,01 Jan 2013,517
57076f1171a065033c87ac4e,"Comedy, Romance",150 min,1 nomination.,Punit Malhotra,"English, Hindi, Tamil, Gujarati","Imran Khan, Kareena Kapoor, Nizhalgal Ravi, Anupam Kher",5.0,India,True,N/A,"Punit Malhotra, Arshad Sayed",http://ia.media-imdb.com/images/M/MV5BMjA0OTY0MDMxNF5BMl5BanBnXkFtZTgwMDg4ODQ2MDE@._V1_SX300.jpg,tt2275794,"325,885",N/A,Gori Tere Pyaar Mein,movie,22 Nov 2013,"2,535"
57076f1171a065033c87ac4f,"Biography, Drama, Romance",113 min,1 nomination.,Oliver Hirschbiegel,English,"Naomi Watts, Cas Anvar, Charles Edwards, James Puddephatt",5.5,"UK, France, Sweden, Belgium",True,35,"Stephen Jeffreys, Kate Snell (inspired by the book 'Diana Her Last Love' by)",http://ia.media-imdb.com/images/M/MV5BMjA0NDg0Njg3N15BMl5BanBnXkFtZTgwMTMxMzMzMDE@._V1_SX300.jpg,tt1758595,"331,634",PG-13,Diana,movie,20 Sep 2013,"14,105"
57076f1171a065033c87ac50,"Drama, Romance",112 min,1 win & 5 nominations.,Anne Fontaine,English,"Naomi Watts, Robin Wright, Xavier Samuel, James Frecheville",6.2,"Australia, France",True,37,"Anne Fontaine (screenplay, Christopher Hampton (story, Anne Fontaine (story, Doris Lessing (book)",http://ia.media-imdb.com/images/M/MV5BMjg5ODY2MzcwMF5BMl5BanBnXkFtZTcwODEwNjQ3OQ@@._V1_SX300.jpg,tt2103267,"317,125",R,Adore,movie,03 Apr 2013,"22,350"
57076f1171a065033c87ac51,Drama,118 min,1 win.,Jon Van Dyke,"English, Telugu, Hindi","Wilson Bethel, Justin Baldoni, Cassie Scerbo, John Schneider",5.6,USA,True,N/A,Jon Van Dyke,http://ia.media-imdb.com/images/M/MV5BMjIxNDI5ODc1MV5BMl5BanBnXkFtZTcwNjY1NjQxOA@@._V1_SX300.jpg,tt1564870,"317,903",PG-13,Not Today,movie,12 Apr 2013,537
57076f1171a065033c87ac52,"Documentary, Biography, Sport",89 min,2 wins & 1 nomination.,Evan Leong,"English, Mandarin","Daniel Dae Kim, Jeremy Lin, Ming Yao, Pablo Torre",7.5,USA,True,52,Aaron Strongoni (narration writer),http://ia.media-imdb.com/images/M/MV5BMjAxNzU4ODM3Nl5BMl5BanBnXkFtZTgwNTIwMTEyMDE@._V1_SX300.jpg,tt2359427,"259,932",PG,Linsanity,movie,02 Oct 2013,"1,614"
57076f1171a065033c87ac53,"Action, Adventure, Comedy",111 min,5 nominations.,"Krishna D.K., Raj Nidimoru",Hindi,"Saif Ali Khan, Kunal Khemu, Vir Das, Anand Tiwari",6.5,India,True,N/A,"Krishna D.K. (story, Kunal Khemu (dialogue, Sita Menon (dialogue, Sita Menon (story, Raj Nidimoru (story, Raja Sen (additional dialogue)",http://ia.media-imdb.com/images/M/MV5BMjAzNzI5MTQxOV5BMl5BanBnXkFtZTcwNTQ0MDE1OQ@@._V1_SX300.jpg,tt2436516,"295,414",NOT RATED,Go Goa Gone,movie,10 May 2013,"8,210"
57076f1171a065033c87ac54,Documentary,88 min,N/A,Greg D. Williams,English,"Tom Coderre, Tara Conner, Laurie Dhue, Don Fertman",6.9,USA,True,N/A,"Aaron Cohen, Bud Mikhitarian, Jeff Reilly, Greg D. Williams",http://ia.media-imdb.com/images/M/MV5BMTM5NjE5MDg5OF5BMl5BanBnXkFtZTgwMjQ2MTg0MTE@._V1_SX300.jpg,tt2571226,,N/A,The Anonymous People,movie,15 Aug 2013,154
57076f1171a065033c87ac55,"Action, Comedy",150 min,2 wins & 1 nomination.,Sajid Khan,Hindi,"Ajay Devgn, Tamannaah Bhatia, Paresh Rawal, Mahesh Manjrekar",1.8,India,True,N/A,"K. Raghavendra Rao (original story, Sajid Khan (story, Sajid Khan (screenplay, Farhad (screenplay, Sajid (screenplay)",http://ia.media-imdb.com/images/M/MV5BMTM4MTYwNDA0NF5BMl5BanBnXkFtZTcwNjE0MjQyOQ@@._V1_SX300.jpg,tt2344678,"270,880",NOT RATED,Himmatwala,movie,29 Mar 2013,"5,868"
57076f1171a065033c87ac56,Drama,116 min,N/A,Ram Gopal Varma,Hindi,"Nana Patekar, Atul Kulkarni, Ganesh Yadav, Ferzad Jehani",6.7,India,True,N/A,"Prashant Pandey (dialogue, Rommel Rodrigues (story)",http://ia.media-imdb.com/images/M/MV5BMjEyMDExNDk5NV5BMl5BanBnXkFtZTcwMzc0MDQwOQ@@._V1_SX300.jpg,tt2635622,"248,346",NOT RATED,The Attacks of 26/11,movie,01 Mar 2013,"3,100"
57076f1171a065033c87ac57,"Action, Drama, Sci-Fi",76 min,N/A,Mike Holligan,English,"Rebecca Bradley, Robin Darch, Samantha Faircloth, Daniel Green",N/A,Australia,True,N/A,"Mike Holligan, Mike Holligan",http://ia.media-imdb.com/images/M/MV5BMTQ1MTAzOTE3Nl5BMl5BanBnXkFtZTgwMTQ0MDYyNTE@._V1_SX300.jpg,tt3259324,,N/A,The Summit,movie,18 Aug 2013,N/A
57076f1171a065033c87ac58,Comedy,83 min,2 nominations.,Vince Offer,English,"Rob Schneider, Michelle Rodriguez, Adrien Brody, Lindsay Lohan",2.9,USA,True,1,"Ken Pringle, Ari Shaffir, Vince Offer, Adrien Brody (additional dialogue written by, Christina Pazsitzky (additional dialogue written by, John Ryan Jr. (additional dialogue written by, Dante (additional dialogue written by)",http://ia.media-imdb.com/images/M/MV5BMTQ3NzAyMDUyOF5BMl5BanBnXkFtZTcwMDMzMDM5OA@@._V1_SX300.jpg,tt1754811,"156,414",R,InAPPropriate Comedy,movie,17 Jul 2014,"3,323"
57076f1171a065033c87ac59,"Action, Drama",134 min,N/A,Anil Sharma,"Hindi, Panjabi","Sunny Deol, Urvashi Rautela, Prakash Raj, Amrita Rao",6.0,India,True,N/A,Shaktimaan Talwar,http://ia.media-imdb.com/images/M/MV5BODk0NzM2NzQ1NF5BMl5BanBnXkFtZTgwNDQ5MDk2MDE@._V1_SX300.jpg,tt2437954,"210,940",N/A,Singh Saab the Great,movie,22 Nov 2013,"1,651"
57076f1171a065033c87ac5a,"Drama, Musical",160 min,3 nominations.,Remo,Hindi,"Prabhudheva, Ganesh Acharya, Kay Kay Menon, Lauren Gottlieb",6.4,India,True,N/A,"Amit Aryan (dialogue, Tushar Hiranandani (screenplay, Mayur Puri (additional dialogue, Remo (story, Bhanu Pratap Singh (associate writer)",http://ia.media-imdb.com/images/M/MV5BMTU3NTk0NjE5Nl5BMl5BanBnXkFtZTcwMTU2ODMwOQ@@._V1_SX300.jpg,tt2321163,"95,236",NOT RATED,ABCD (Any Body Can Dance),movie,08 Feb 2013,"4,884"
57076f1171a065033c87ac5b,"Comedy, Drama",94 min,3 wins & 5 nominations.,David Gordon Green,"English, German","Paul Rudd, Emile Hirsch, Lance LeGault, Joyce Payne",6.4,USA,True,73,"David Gordon Green, Hafsteinn Gunnar Sigurðsson (based on the film \",http://ia.media-imdb.com/images/M/MV5BMTQzMzMwNDExMV5BMl5BanBnXkFtZTcwMzE5MjU3OQ@@._V1_SX300.jpg,tt2195548,"204,951",R,Prince Avalanche,movie,19 Sep 2013,"15,315"
